total_score	I_sc	description
-764.130	-1.468	complex_global_dock_03311
-765.687	-1.467	complex_global_dock_08415
-765.819	-1.467	complex_global_dock_07157
-765.977	-1.467	complex_global_dock_07399
-765.805	-1.466	complex_global_dock_03015
-766.180	-1.466	complex_global_dock_08245
-766.458	-1.466	complex_global_dock_02388
-765.193	-1.464	complex_global_dock_06542
-765.834	-1.464	complex_global_dock_00690
-765.666	-1.463	complex_global_dock_04408
-766.027	-1.463	complex_global_dock_02723
-766.064	-1.463	complex_global_dock_00510
-766.061	-1.462	complex_global_dock_04479
-766.552	-1.462	complex_global_dock_09699
-764.738	-1.458	complex_global_dock_05995
-765.774	-1.458	complex_global_dock_07299
-765.784	-1.458	complex_global_dock_05075
-766.243	-1.458	complex_global_dock_01737
-765.887	-1.457	complex_global_dock_08733
-766.092	-1.457	complex_global_dock_00813
-766.171	-1.457	complex_global_dock_05260
-766.195	-1.457	complex_global_dock_09547
-765.188	-1.456	complex_global_dock_06371
-765.575	-1.456	complex_global_dock_05177
-765.680	-1.456	complex_global_dock_09681
-765.973	-1.456	complex_global_dock_09638
-765.533	-1.455	complex_global_dock_07051
-765.789	-1.455	complex_global_dock_07560
-765.857	-1.455	complex_global_dock_07261
-765.544	-1.454	complex_global_dock_01951
-765.617	-1.454	complex_global_dock_06321
-765.649	-1.454	complex_global_dock_04155
-765.780	-1.454	complex_global_dock_06864
-765.932	-1.454	complex_global_dock_04409
-764.554	-1.452	complex_global_dock_09324
-765.750	-1.452	complex_global_dock_02824
-765.950	-1.452	complex_global_dock_01743
-766.044	-1.452	complex_global_dock_00426
-764.167	-1.451	complex_global_dock_07712
-764.344	-1.451	complex_global_dock_04368
-766.068	-1.451	complex_global_dock_04718
-765.595	-1.450	complex_global_dock_00919
-765.870	-1.450	complex_global_dock_03385
-766.023	-1.450	complex_global_dock_00846
-766.109	-1.450	complex_global_dock_07492
-764.222	-1.449	complex_global_dock_05849
-765.654	-1.449	complex_global_dock_07687
-765.680	-1.449	complex_global_dock_02536
-766.317	-1.449	complex_global_dock_06189
-765.805	-1.448	complex_global_dock_02074
-766.385	-1.448	complex_global_dock_05106
-765.831	-1.447	complex_global_dock_08729
-766.006	-1.447	complex_global_dock_02107
-766.088	-1.447	complex_global_dock_06675
-765.687	-1.446	complex_global_dock_00545
-766.036	-1.446	complex_global_dock_08812
-766.381	-1.446	complex_global_dock_04412
-765.629	-1.445	complex_global_dock_08766
-766.167	-1.445	complex_global_dock_07508
-765.720	-1.444	complex_global_dock_08713
-762.930	-1.443	complex_global_dock_09739
-765.720	-1.443	complex_global_dock_07405
-765.821	-1.443	complex_global_dock_09528
-765.881	-1.443	complex_global_dock_05914
-766.064	-1.443	complex_global_dock_03253
-765.595	-1.442	complex_global_dock_01957
-766.023	-1.442	complex_global_dock_06704
-766.311	-1.442	complex_global_dock_01627
-766.563	-1.442	complex_global_dock_01440
-765.144	-1.441	complex_global_dock_03247
-766.034	-1.441	complex_global_dock_04218
-764.774	-1.440	complex_global_dock_01697
-764.786	-1.440	complex_global_dock_07921
-766.490	-1.440	complex_global_dock_01259
-765.507	-1.439	complex_global_dock_00230
-765.655	-1.439	complex_global_dock_04863
-766.116	-1.439	complex_global_dock_05555
-766.279	-1.439	complex_global_dock_09165
-764.293	-1.437	complex_global_dock_00583
-765.635	-1.436	complex_global_dock_09415
-766.289	-1.436	complex_global_dock_08551
-765.524	-1.434	complex_global_dock_06612
-766.407	-1.433	complex_global_dock_00175
-765.582	-1.432	complex_global_dock_02412
-765.928	-1.432	complex_global_dock_07995
-766.034	-1.432	complex_global_dock_06676
-765.730	-1.431	complex_global_dock_08129
-765.954	-1.431	complex_global_dock_00425
-765.963	-1.431	complex_global_dock_01097
-765.670	-1.430	complex_global_dock_08625
-765.677	-1.430	complex_global_dock_00377
-766.059	-1.430	complex_global_dock_03350
-765.029	-1.429	complex_global_dock_02873
-765.760	-1.429	complex_global_dock_07650
-766.172	-1.429	complex_global_dock_07777
-766.233	-1.429	complex_global_dock_05344
-765.628	-1.428	complex_global_dock_03033
-765.738	-1.428	complex_global_dock_00518
-765.946	-1.428	complex_global_dock_08763
-765.974	-1.428	complex_global_dock_09838
-766.008	-1.428	complex_global_dock_06125
-766.033	-1.428	complex_global_dock_00679
-765.966	-1.427	complex_global_dock_00093
-765.285	-1.426	complex_global_dock_07341
-766.025	-1.426	complex_global_dock_03684
-766.209	-1.426	complex_global_dock_03668
-766.736	-1.426	complex_global_dock_04617
-765.706	-1.425	complex_global_dock_08329
-765.971	-1.425	complex_global_dock_07578
-766.175	-1.425	complex_global_dock_04201
-764.813	-1.424	complex_global_dock_03181
-765.836	-1.424	complex_global_dock_05015
-765.852	-1.424	complex_global_dock_04606
-766.173	-1.424	complex_global_dock_08619
-766.309	-1.424	complex_global_dock_05035
-765.436	-1.423	complex_global_dock_01316
-765.686	-1.423	complex_global_dock_04989
-766.045	-1.423	complex_global_dock_01069
-764.252	-1.422	complex_global_dock_07662
-765.901	-1.422	complex_global_dock_04230
-765.800	-1.420	complex_global_dock_01751
-765.894	-1.419	complex_global_dock_01426
-766.042	-1.418	complex_global_dock_09952
-766.086	-1.418	complex_global_dock_06193
-766.165	-1.418	complex_global_dock_06630
-765.412	-1.417	complex_global_dock_09872
-765.784	-1.417	complex_global_dock_03493
-765.902	-1.417	complex_global_dock_03467
-766.173	-1.417	complex_global_dock_03126
-766.285	-1.417	complex_global_dock_09201
-765.758	-1.416	complex_global_dock_03176
-765.761	-1.416	complex_global_dock_09811
-766.321	-1.416	complex_global_dock_08754
-766.322	-1.416	complex_global_dock_04575
-762.850	-1.415	complex_global_dock_04352
-764.764	-1.415	complex_global_dock_06352
-765.202	-1.415	complex_global_dock_03079
-765.398	-1.415	complex_global_dock_06094
-765.942	-1.415	complex_global_dock_02760
-766.524	-1.415	complex_global_dock_05551
-765.589	-1.414	complex_global_dock_08771
-765.947	-1.414	complex_global_dock_02133
-765.957	-1.414	complex_global_dock_02232
-766.096	-1.414	complex_global_dock_07130
-764.274	-1.413	complex_global_dock_03989
-765.301	-1.413	complex_global_dock_03000
-765.372	-1.413	complex_global_dock_05019
-766.305	-1.413	complex_global_dock_08251
-764.250	-1.412	complex_global_dock_01853
-764.642	-1.412	complex_global_dock_04546
-765.038	-1.412	complex_global_dock_00182
-765.819	-1.412	complex_global_dock_01992
-766.964	-1.412	complex_global_dock_05794
-765.467	-1.411	complex_global_dock_01693
-765.878	-1.411	complex_global_dock_02861
-765.887	-1.411	complex_global_dock_07556
-766.489	-1.411	complex_global_dock_02052
-765.169	-1.410	complex_global_dock_05595
-765.665	-1.410	complex_global_dock_06212
-765.434	-1.409	complex_global_dock_01337
-765.537	-1.409	complex_global_dock_07053
-765.995	-1.409	complex_global_dock_00698
-765.958	-1.408	complex_global_dock_01376
-765.956	-1.407	complex_global_dock_02294
-765.959	-1.407	complex_global_dock_04627
-766.513	-1.407	complex_global_dock_08745
-766.774	-1.407	complex_global_dock_06340
-765.862	-1.406	complex_global_dock_07457
-766.131	-1.406	complex_global_dock_02724
-766.250	-1.406	complex_global_dock_06857
-765.467	-1.405	complex_global_dock_00652
-765.669	-1.405	complex_global_dock_05470
-765.999	-1.405	complex_global_dock_07279
-766.187	-1.405	complex_global_dock_03772
-766.243	-1.405	complex_global_dock_09380
-764.627	-1.404	complex_global_dock_05397
-766.003	-1.404	complex_global_dock_06803
-766.306	-1.404	complex_global_dock_02650
-765.271	-1.403	complex_global_dock_07553
-765.897	-1.403	complex_global_dock_06381
-765.557	-1.401	complex_global_dock_03587
-766.094	-1.401	complex_global_dock_05866
-765.366	-1.400	complex_global_dock_04067
-765.881	-1.399	complex_global_dock_03983
-766.227	-1.399	complex_global_dock_07788
-766.515	-1.399	complex_global_dock_06862
-766.038	-1.398	complex_global_dock_05072
-766.130	-1.397	complex_global_dock_09496
-765.511	-1.396	complex_global_dock_03814
-766.015	-1.396	complex_global_dock_01415
-765.486	-1.395	complex_global_dock_09209
-766.150	-1.395	complex_global_dock_02874
-763.179	-1.393	complex_global_dock_03475
-765.381	-1.393	complex_global_dock_00282
-765.628	-1.393	complex_global_dock_07901
-765.750	-1.393	complex_global_dock_09447
-765.993	-1.393	complex_global_dock_09707
-766.179	-1.393	complex_global_dock_09954
-760.943	-1.392	complex_global_dock_03696
-765.277	-1.392	complex_global_dock_09649
-765.792	-1.392	complex_global_dock_09981
-766.090	-1.392	complex_global_dock_06604
-765.129	-1.391	complex_global_dock_04634
-764.993	-1.390	complex_global_dock_02036
-765.318	-1.390	complex_global_dock_05409
-765.867	-1.390	complex_global_dock_02443
-766.224	-1.390	complex_global_dock_00122
-765.715	-1.389	complex_global_dock_01005
-766.110	-1.389	complex_global_dock_03290
-766.149	-1.389	complex_global_dock_05413
-766.276	-1.389	complex_global_dock_04967
-765.305	-1.388	complex_global_dock_06982
-765.549	-1.388	complex_global_dock_04078
-765.850	-1.388	complex_global_dock_06499
-766.225	-1.388	complex_global_dock_01803
-766.530	-1.388	complex_global_dock_04646
-766.737	-1.388	complex_global_dock_02624
-765.648	-1.387	complex_global_dock_09953
-765.861	-1.386	complex_global_dock_08562
-765.864	-1.385	complex_global_dock_04320
-765.413	-1.384	complex_global_dock_00764
-765.880	-1.384	complex_global_dock_09756
-765.960	-1.384	complex_global_dock_06939
-765.999	-1.384	complex_global_dock_03805
-765.405	-1.383	complex_global_dock_00560
-765.863	-1.383	complex_global_dock_01652
-765.891	-1.383	complex_global_dock_06279
-765.955	-1.383	complex_global_dock_07792
-765.861	-1.382	complex_global_dock_06958
-765.989	-1.382	complex_global_dock_07799
-766.070	-1.382	complex_global_dock_02801
-766.346	-1.382	complex_global_dock_04518
-765.814	-1.381	complex_global_dock_03248
-765.936	-1.381	complex_global_dock_00198
-766.185	-1.381	complex_global_dock_01879
-766.744	-1.381	complex_global_dock_00400
-765.383	-1.380	complex_global_dock_05491
-765.694	-1.380	complex_global_dock_08130
-765.701	-1.380	complex_global_dock_09293
-765.959	-1.380	complex_global_dock_05485
-765.957	-1.379	complex_global_dock_01854
-765.893	-1.378	complex_global_dock_09416
-766.031	-1.378	complex_global_dock_07916
-765.550	-1.376	complex_global_dock_04203
-765.984	-1.376	complex_global_dock_04113
-766.081	-1.376	complex_global_dock_02256
-766.760	-1.376	complex_global_dock_07431
-764.705	-1.375	complex_global_dock_07575
-765.990	-1.375	complex_global_dock_07305
-766.290	-1.375	complex_global_dock_07072
-766.489	-1.375	complex_global_dock_02246
-766.628	-1.375	complex_global_dock_08511
-765.517	-1.374	complex_global_dock_00724
-765.965	-1.374	complex_global_dock_08416
-765.554	-1.373	complex_global_dock_06900
-766.548	-1.373	complex_global_dock_00202
-764.940	-1.372	complex_global_dock_01509
-765.887	-1.372	complex_global_dock_08540
-766.647	-1.372	complex_global_dock_03833
-765.800	-1.371	complex_global_dock_03987
-765.987	-1.370	complex_global_dock_01996
-766.378	-1.370	complex_global_dock_03787
-764.517	-1.369	complex_global_dock_07102
-765.538	-1.369	complex_global_dock_04138
-765.797	-1.369	complex_global_dock_07321
-766.729	-1.369	complex_global_dock_08925
-766.085	-1.368	complex_global_dock_04944
-766.598	-1.368	complex_global_dock_06997
-766.132	-1.367	complex_global_dock_07087
-766.224	-1.367	complex_global_dock_03575
-766.442	-1.367	complex_global_dock_05907
-766.241	-1.366	complex_global_dock_06547
-765.703	-1.365	complex_global_dock_07496
-766.036	-1.365	complex_global_dock_04293
-765.679	-1.364	complex_global_dock_03021
-765.787	-1.363	complex_global_dock_04481
-765.362	-1.362	complex_global_dock_04995
-765.813	-1.362	complex_global_dock_08628
-766.111	-1.361	complex_global_dock_07096
-759.775	-1.359	complex_global_dock_05851
-765.154	-1.359	complex_global_dock_07568
-766.317	-1.359	complex_global_dock_04669
-766.411	-1.359	complex_global_dock_01459
-765.346	-1.358	complex_global_dock_09158
-765.540	-1.358	complex_global_dock_00444
-765.578	-1.358	complex_global_dock_04981
-765.840	-1.358	complex_global_dock_06567
-765.861	-1.358	complex_global_dock_04068
-765.865	-1.358	complex_global_dock_02379
-766.141	-1.358	complex_global_dock_02143
-766.215	-1.358	complex_global_dock_08792
-765.071	-1.357	complex_global_dock_01218
-765.447	-1.357	complex_global_dock_08326
-765.544	-1.357	complex_global_dock_02912
-765.859	-1.357	complex_global_dock_01953
-766.434	-1.357	complex_global_dock_06344
-765.969	-1.356	complex_global_dock_00013
-765.806	-1.355	complex_global_dock_07462
-766.164	-1.355	complex_global_dock_03455
-766.655	-1.355	complex_global_dock_04420
-747.731	-1.354	complex_global_dock_03797
-765.354	-1.354	complex_global_dock_05336
-765.742	-1.354	complex_global_dock_07800
-765.770	-1.354	complex_global_dock_01632
-766.109	-1.354	complex_global_dock_06046
-766.724	-1.354	complex_global_dock_05747
-765.912	-1.353	complex_global_dock_02985
-766.173	-1.353	complex_global_dock_06354
-763.772	-1.352	complex_global_dock_05313
-766.144	-1.352	complex_global_dock_03778
-765.543	-1.351	complex_global_dock_02775
-765.875	-1.351	complex_global_dock_02426
-765.431	-1.350	complex_global_dock_04623
-765.791	-1.350	complex_global_dock_04490
-765.935	-1.350	complex_global_dock_07101
-765.968	-1.350	complex_global_dock_03219
-751.813	-1.349	complex_global_dock_01799
-765.171	-1.349	complex_global_dock_04713
-765.656	-1.349	complex_global_dock_09385
-766.506	-1.349	complex_global_dock_05548
-763.650	-1.348	complex_global_dock_02722
-765.592	-1.348	complex_global_dock_08348
-765.771	-1.348	complex_global_dock_08871
-765.730	-1.347	complex_global_dock_06687
-766.163	-1.347	complex_global_dock_00616
-764.129	-1.346	complex_global_dock_05881
-765.398	-1.346	complex_global_dock_07786
-766.100	-1.346	complex_global_dock_06307
-765.594	-1.345	complex_global_dock_01663
-766.209	-1.344	complex_global_dock_07947
-764.681	-1.343	complex_global_dock_04595
-765.201	-1.343	complex_global_dock_07565
-765.367	-1.343	complex_global_dock_02659
-766.035	-1.343	complex_global_dock_05787
-766.067	-1.343	complex_global_dock_03903
-766.151	-1.343	complex_global_dock_04395
-766.365	-1.343	complex_global_dock_09720
-765.528	-1.342	complex_global_dock_03315
-765.788	-1.342	complex_global_dock_02908
-766.215	-1.341	complex_global_dock_00258
-765.359	-1.340	complex_global_dock_05506
-766.146	-1.340	complex_global_dock_00433
-765.439	-1.339	complex_global_dock_05935
-765.475	-1.338	complex_global_dock_06757
-765.738	-1.337	complex_global_dock_04741
-766.197	-1.335	complex_global_dock_02484
-766.474	-1.335	complex_global_dock_06943
-765.282	-1.334	complex_global_dock_06182
-765.886	-1.334	complex_global_dock_05643
-765.725	-1.333	complex_global_dock_08531
-765.943	-1.333	complex_global_dock_02261
-765.944	-1.332	complex_global_dock_00622
-765.425	-1.331	complex_global_dock_01723
-765.715	-1.330	complex_global_dock_08460
-766.364	-1.330	complex_global_dock_00751
-762.428	-1.329	complex_global_dock_06937
-765.110	-1.329	complex_global_dock_03213
-765.966	-1.329	complex_global_dock_04077
-766.012	-1.329	complex_global_dock_05575
-766.367	-1.329	complex_global_dock_03894
-764.164	-1.328	complex_global_dock_06259
-765.283	-1.328	complex_global_dock_09769
-766.016	-1.328	complex_global_dock_09365
-766.437	-1.328	complex_global_dock_09149
-764.683	-1.327	complex_global_dock_07675
-765.342	-1.327	complex_global_dock_03850
-766.299	-1.327	complex_global_dock_06099
-765.459	-1.326	complex_global_dock_01029
-765.915	-1.326	complex_global_dock_00617
-766.388	-1.326	complex_global_dock_09348
-765.199	-1.325	complex_global_dock_01948
-765.619	-1.325	complex_global_dock_03997
-765.812	-1.325	complex_global_dock_04921
-766.079	-1.325	complex_global_dock_08668
-760.479	-1.324	complex_global_dock_03341
-765.878	-1.324	complex_global_dock_01142
-766.237	-1.323	complex_global_dock_06477
-766.298	-1.323	complex_global_dock_08798
-765.779	-1.322	complex_global_dock_07231
-766.186	-1.322	complex_global_dock_02475
-765.699	-1.321	complex_global_dock_03408
-765.776	-1.320	complex_global_dock_07511
-766.246	-1.320	complex_global_dock_07067
-765.358	-1.319	complex_global_dock_02792
-766.654	-1.319	complex_global_dock_06980
-766.560	-1.318	complex_global_dock_03303
-766.446	-1.317	complex_global_dock_03581
-763.861	-1.316	complex_global_dock_08996
-764.683	-1.316	complex_global_dock_00301
-765.754	-1.316	complex_global_dock_01725
-765.443	-1.315	complex_global_dock_05626
-765.571	-1.315	complex_global_dock_08535
-765.740	-1.315	complex_global_dock_04211
-765.522	-1.314	complex_global_dock_09118
-765.683	-1.314	complex_global_dock_05990
-765.947	-1.314	complex_global_dock_07400
-765.969	-1.314	complex_global_dock_00566
-766.101	-1.314	complex_global_dock_04387
-766.372	-1.314	complex_global_dock_09255
-765.565	-1.313	complex_global_dock_02464
-765.918	-1.313	complex_global_dock_05818
-766.144	-1.313	complex_global_dock_01232
-766.461	-1.313	complex_global_dock_06130
-765.665	-1.311	complex_global_dock_08082
-765.882	-1.311	complex_global_dock_05230
-764.128	-1.310	complex_global_dock_02845
